year,viv_type,mean,sd
2025,tavi_in_savr,479.3,21.689434730932206
2025,tavi_in_tavi,165.1,14.610378430921523
2026,tavi_in_savr,462.1,24.884787151570087
2026,tavi_in_tavi,207.35,15.294563877748402
2027,tavi_in_savr,447.4,16.794109242920804
2027,tavi_in_tavi,257.1,19.57146150043879
2028,tavi_in_savr,423.8,17.452491904716954
2028,tavi_in_tavi,312.35,20.504877468543924
2029,tavi_in_savr,376.9,20.188323879228594
2029,tavi_in_tavi,352.0,21.577278497725818
2030,tavi_in_savr,346.4,14.776937935067679
2030,tavi_in_tavi,412.75,20.779227988293346
2031,tavi_in_savr,313.6,19.20909872128858
2031,tavi_in_tavi,474.15,18.31960410971924
2032,tavi_in_savr,309.55,15.15003908280525
2032,tavi_in_tavi,531.4,21.614809737770067
2033,tavi_in_savr,317.45,19.35941223553192
2033,tavi_in_tavi,599.95,17.24277117793823
2034,tavi_in_savr,340.7,14.0566522929256
2034,tavi_in_tavi,664.75,22.803219994230258
2035,tavi_in_savr,369.9,17.779053316813723
2035,tavi_in_tavi,730.7,27.667385321463183
