year,tavi_in_savr,tavi_in_tavi,total
2025,479.3,165.1,644.4
2026,462.1,207.35,669.45
2027,447.4,257.1,704.5
2028,423.8,312.35,736.1500000000001
2029,376.9,352.0,728.9
2030,346.4,412.75,759.15
2031,313.6,474.15,787.75
2032,309.55,531.4,840.95
2033,317.45,599.95,917.4000000000001
2034,340.7,664.75,1005.45
2035,369.9,730.7,1100.6
