year,tavi_in_savr,tavi_in_tavi,total
2025,312.25,35.0,347.25
2026,302.15,54.25,356.4
2027,301.7,78.45,380.15
2028,291.15,99.65,390.79999999999995
2029,266.35,126.8,393.15000000000003
2030,249.8,167.6,417.4
2031,234.55,209.85,444.4
2032,234.0,257.75,491.75
2033,242.1,312.5,554.6
2034,266.15,377.0,643.15
2035,295.0,441.55,736.55
