year,viv_type,mean,sd
2025,tavi_in_savr,312.25,13.48634787284417
2025,tavi_in_tavi,35.0,6.215430712940851
2026,tavi_in_savr,302.15,20.295903138577636
2026,tavi_in_tavi,54.25,7.7992914657948935
2027,tavi_in_savr,301.7,15.583729706939458
2027,tavi_in_tavi,78.45,9.196538250313194
2028,tavi_in_savr,291.15,17.493683070423483
2028,tavi_in_tavi,99.65,13.739206289800157
2029,tavi_in_savr,266.35,20.07951299472334
2029,tavi_in_tavi,126.8,10.30380614397571
2030,tavi_in_savr,249.8,14.777650265465788
2030,tavi_in_tavi,167.6,14.96451944117362
2031,tavi_in_savr,234.55,16.439602377058563
2031,tavi_in_tavi,209.85,14.633325340684387
2032,tavi_in_savr,234.0,12.871837884556964
2032,tavi_in_tavi,257.75,14.80709289496085
2033,tavi_in_savr,242.1,16.28334635205714
2033,tavi_in_tavi,312.5,15.95223132387838
2034,tavi_in_savr,266.15,13.378203010474673
2034,tavi_in_tavi,377.0,18.333173843006428
2035,tavi_in_savr,295.0,16.517932838680448
2035,tavi_in_tavi,441.55,18.963885344739385
