year,viv_type,mean,sd
2025,tavi_in_savr,33.51748251748252,44.28176974654082
2025,tavi_in_tavi,9.407407407407407,8.318094002275267
2026,tavi_in_savr,31.868965517241378,41.925168989210924
2026,tavi_in_tavi,11.985549132947977,13.553643046889887
2027,tavi_in_savr,31.177700348432055,39.08570184094697
2027,tavi_in_tavi,15.123529411764705,23.846906737726695
2028,tavi_in_savr,29.22758620689655,36.045481617235936
2028,tavi_in_tavi,19.644654088050313,34.98033904346919
2029,tavi_in_savr,27.41090909090909,31.67066888176996
2029,tavi_in_tavi,23.783783783783782,46.20360842031903
2030,tavi_in_savr,26.442748091603054,29.7759604508662
2030,tavi_in_tavi,29.587813620071685,59.124597084921824
2031,tavi_in_savr,27.50877192982456,32.937598353087935
2031,tavi_in_tavi,34.8639705882353,71.46108188914201
2032,tavi_in_savr,28.662037037037038,42.4357423232922
2032,tavi_in_tavi,44.09958506224066,88.72118334888857
2033,tavi_in_savr,30.67149758454106,54.621720395905605
2033,tavi_in_tavi,55.04128440366973,108.19522013941062
2034,tavi_in_savr,34.765306122448976,72.52872831635655
2034,tavi_in_tavi,68.53092783505154,129.18084512944424
2035,tavi_in_savr,40.42622950819672,91.64044509038911
2035,tavi_in_tavi,95.51633986928104,159.77315764015174
