year,viv_type,mean,sd,realized
2015,tavi_in_savr,67.15,8.524114400674682,65.15
2015,tavi_in_tavi,1.4,0.5477225575051661,1.4
2016,tavi_in_savr,101.15,7.955633555107845,99.15
2016,tavi_in_tavi,1.625,0.7440238091428449,1.625
2017,tavi_in_savr,134.75,10.192231303663023,130.75
2017,tavi_in_tavi,2.230769230769231,1.0919284281983377,2.230769230769231
2018,tavi_in_savr,171.0,16.01972468388169,169.0
2018,tavi_in_tavi,2.3333333333333335,1.137592917989042,2.3333333333333335
2019,tavi_in_savr,217.55,12.180549637585496,214.55
2019,tavi_in_tavi,4.0,1.8064212949190013,4.0
2020,tavi_in_savr,269.85,15.951488958714794,261.85
2020,tavi_in_tavi,5.95,2.946451925175162,5.95
2021,tavi_in_savr,321.35,18.012495662733688,313.35
2021,tavi_in_tavi,6.95,2.704285098641939,6.95
2022,tavi_in_savr,370.95,18.950003471739716,363.95
2022,tavi_in_tavi,9.15,3.52845575287547,9.15
2023,tavi_in_savr,433.2,17.062115621272884,423.2
2023,tavi_in_tavi,15.6,3.1187041843486334,15.6
2024,tavi_in_savr,453.45,18.036439723369373,453.45
2024,tavi_in_tavi,22.2,3.968295404963273,22.2
2025,tavi_in_savr,498.85,19.05193732378609,498.85
2025,tavi_in_tavi,37.6,6.1848711853156155,37.6
2026,tavi_in_savr,545.3,22.976189047748893,545.3
2026,tavi_in_tavi,56.1,5.159559344709482,56.1
2027,tavi_in_savr,555.3,21.106496879546725,555.3
2027,tavi_in_tavi,75.3,8.253229033153278,75.3
2028,tavi_in_savr,561.15,21.26097239940876,561.15
2028,tavi_in_tavi,105.0,12.473129012738585,105.0
2029,tavi_in_savr,549.95,25.70577448950455,549.95
2029,tavi_in_tavi,132.1,12.636205293145814,132.1
2030,tavi_in_savr,532.3,18.646574399661333,532.3
2030,tavi_in_tavi,165.95,16.109738800195558,165.95
2031,tavi_in_savr,514.2,19.30802941783547,514.2
2031,tavi_in_tavi,219.4,15.43884369818032,219.4
2032,tavi_in_savr,467.55,24.93248778939682,467.55
2032,tavi_in_tavi,264.15,18.95500211720267,264.15
2033,tavi_in_savr,447.6,19.151473764920063,447.6
2033,tavi_in_tavi,313.85,22.115188874331782,313.85
2034,tavi_in_savr,409.4,16.16819489973418,409.4
2034,tavi_in_tavi,376.85,17.797915312577604,376.85
2035,tavi_in_savr,374.3,19.298486441878502,374.3
2035,tavi_in_tavi,439.1,16.127452893811387,439.1
2036,tavi_in_savr,327.15,16.180804091658477,327.15
2036,tavi_in_tavi,468.05,21.801677868795704,468.05
2037,tavi_in_savr,287.5,15.442593182834496,287.5
2037,tavi_in_tavi,505.05,20.477137443860087,505.05
2038,tavi_in_savr,248.45,17.02776370643266,248.45
2038,tavi_in_tavi,530.85,18.099941843465743,530.85
2039,tavi_in_savr,228.4,13.982696073135688,228.4
2039,tavi_in_tavi,573.55,29.63013224476234,573.55
2040,tavi_in_savr,196.6,12.14994043736754,196.6
2040,tavi_in_tavi,610.55,27.182569879670282,610.55
