year,proc,index_cnt,deaths,failures,viable,run
2015,savr,1840.0,57.2,122.1,121.45,9.5
2015,tavi,93.0,4.75,6.8,6.55,9.5
2016,savr,2179.0,127.45,180.65,179.35,9.5
2016,tavi,197.0,10.4,10.7,10.25,9.5
2017,savr,1949.0,213.15,237.0,232.5,9.5
2017,tavi,248.0,18.25,16.25,15.3,9.5
2018,savr,2169.0,326.45,309.8,300.1,9.5
2018,tavi,345.0,34.15,27.25,25.65,9.5
2019,savr,2118.0,462.65,405.65,384.9,9.5
2019,tavi,436.0,55.35,41.95,38.2,9.5
2020,savr,2195.0,603.0,500.55,461.1,9.5
2020,tavi,459.0,82.0,59.5,52.95,9.5
2021,savr,2321.0,723.55,624.15,554.0,9.5
2021,tavi,563.0,118.4,85.3,72.85,9.5
2022,savr,2023.0,833.65,737.05,632.65,9.5
2022,tavi,551.0,170.1,110.6,91.1,9.5
2023,savr,2620.0,945.4,874.1,723.35,9.5
2023,tavi,1083.0,227.1,146.8,117.0,9.5
2024,savr,2000.0,1049.45,966.15,761.3,9.5
2024,tavi,1034.0,285.7,190.85,145.7,9.5
2025,savr,2000.0,1141.95,1069.5,804.7,9.5
2025,tavi,1173.0,360.85,249.05,186.15,9.5
2026,savr,2000.0,1215.0,1169.25,839.75,9.5
2026,tavi,1311.0,434.35,306.9,217.7,9.5
2027,savr,2000.0,1275.6,1249.25,842.4,9.5
2027,tavi,1450.0,474.8,380.15,260.65,9.5
2028,savr,2000.0,1341.95,1334.15,844.2,9.5
2028,tavi,1589.0,521.4,471.8,315.75,9.5
2029,savr,2000.0,1448.9,1352.3,805.45,9.5
2029,tavi,1727.0,584.9,554.5,367.1,9.5
2030,savr,2000.0,1567.95,1404.85,760.85,9.5
2030,tavi,1866.0,669.6,646.25,424.75,9.5
2031,savr,2000.0,1689.65,1416.4,724.35,9.5
2031,tavi,2004.0,781.8,757.25,478.4,9.5
2032,savr,2000.0,1837.3,1411.1,665.8,9.5
2032,tavi,2143.0,912.8,874.0,547.4,9.5
2033,savr,2000.0,2005.2,1404.7,595.1,9.5
2033,tavi,2282.0,1088.3,995.05,613.0,9.5
2034,savr,2000.0,2159.15,1387.1,542.15,9.5
2034,tavi,2420.0,1255.0,1122.25,675.5,9.5
2035,savr,2000.0,2266.15,1382.5,478.45,9.5
2035,tavi,2559.0,1416.05,1257.9,740.15,9.5
