year,viv_type,mean,sd
2025,tavi_in_savr,357.5,19.1234645540949
2025,tavi_in_tavi,70.56666666666666,9.518342848138678
2026,tavi_in_savr,375.3,18.347507582305525
2026,tavi_in_tavi,103.2,9.25277218478053
2027,tavi_in_savr,392.8666666666667,19.090949892975253
2027,tavi_in_tavi,144.16666666666666,15.774451918635181
2028,tavi_in_savr,406.03333333333336,20.479566491460698
2028,tavi_in_tavi,184.3,12.900547970184622
2029,tavi_in_savr,424.23333333333335,18.668955114239022
2029,tavi_in_tavi,239.46666666666667,15.36842561055382
2030,tavi_in_savr,446.46666666666664,20.970806199182668
2030,tavi_in_tavi,301.43333333333334,17.345740475508055
2031,tavi_in_savr,454.8666666666667,20.692716248649578
2031,tavi_in_tavi,363.8,19.756099014629942
2032,tavi_in_savr,474.1,24.250630990724257
2032,tavi_in_tavi,433.2,16.206426992464102
2033,tavi_in_savr,485.93333333333334,21.602894654912898
2033,tavi_in_tavi,517.1333333333333,19.940832018980434
2034,tavi_in_savr,516.4666666666667,20.550582395192812
2034,tavi_in_tavi,607.1333333333333,18.371141787453297
2035,tavi_in_savr,524.1333333333333,21.524217849273615
2035,tavi_in_tavi,713.4,31.367235266689732
