year,viv_type,mean,sd
2022,tavi_in_savr,29.63,5.307998538512278
2022,tavi_in_tavi,21.85,5.037987011824577
2023,tavi_in_savr,35.07,5.981883423548916
2023,tavi_in_tavi,24.82,4.803996652619965
2024,tavi_in_savr,40.89,6.559587015825143
2024,tavi_in_tavi,27.88,5.077739097613655
2025,tavi_in_savr,46.17,6.515025368757633
2025,tavi_in_tavi,31.94,5.183150634995139
2026,tavi_in_savr,56.06,7.964339713416743
2026,tavi_in_tavi,35.6,5.674682387765872
2027,tavi_in_savr,64.71,7.6953285055337854
2027,tavi_in_tavi,37.53,5.663020217145438
2028,tavi_in_savr,73.2,8.811149961064311
2028,tavi_in_tavi,38.8,4.842989309769891
2029,tavi_in_savr,79.98,9.339802952520959
2029,tavi_in_tavi,40.69,6.44588193650752
2030,tavi_in_savr,87.77,7.665816817192249
2030,tavi_in_tavi,41.57,6.097283713824433
2031,tavi_in_savr,91.53,10.702076641682421
2031,tavi_in_tavi,43.19,5.9266475781129015
2032,tavi_in_savr,95.88,9.582475587437642
2032,tavi_in_tavi,41.93,6.911058332319825
2033,tavi_in_savr,95.11,9.752383805972258
2033,tavi_in_tavi,44.03,6.188054637931067
2034,tavi_in_savr,99.19,9.70857685999677
2034,tavi_in_tavi,43.68,6.6254483362687
2035,tavi_in_savr,97.92,8.092495588413056
2035,tavi_in_tavi,43.73,5.690422575776697
2036,tavi_in_savr,99.73,10.373679787000961
2036,tavi_in_tavi,44.76,6.057168722207837
2037,tavi_in_savr,101.81,9.056160356577196
2037,tavi_in_tavi,45.39,7.036549602115392
2038,tavi_in_savr,100.63,10.35204073961977
2038,tavi_in_tavi,45.41,7.061197140039715
2039,tavi_in_savr,98.39,10.521641958123718
2039,tavi_in_tavi,47.77,6.900234222345812
2040,tavi_in_savr,101.6,9.938192832083546
2040,tavi_in_tavi,49.33,6.761529621933398
2041,tavi_in_savr,101.99,10.575839628057143
2041,tavi_in_tavi,51.87,7.193789408969799
2042,tavi_in_savr,103.97,9.534048500405316
2042,tavi_in_tavi,53.17,7.2069761377782475
2043,tavi_in_savr,107.16,10.223482574915257
2043,tavi_in_tavi,55.55,7.749063156148608
2044,tavi_in_savr,107.88,10.79962588203495
2044,tavi_in_tavi,57.46,6.998441384921489
2045,tavi_in_savr,113.21,10.04665379742193
2045,tavi_in_tavi,60.52,8.34663181326831
2046,tavi_in_savr,116.01,9.321957352878679
2046,tavi_in_tavi,62.73,6.264949797053124
2047,tavi_in_savr,121.02,11.135510583695565
2047,tavi_in_tavi,65.3,7.347781909522013
2048,tavi_in_savr,125.44,11.084906472999739
2048,tavi_in_tavi,67.35,7.811381233026382
2049,tavi_in_savr,129.51,11.698653121128299
2049,tavi_in_tavi,70.01,7.682454100748081
2050,tavi_in_savr,137.14,11.366280096510168
2050,tavi_in_tavi,72.84,8.8348712211865
