year,viv_type,mean,sd
2024,tavi_in_savr,45.48208469055375,73.64911181716215
2024,tavi_in_tavi,5.2198391420911525,4.628097100294471
2025,tavi_in_savr,48.115511551155116,79.78503729280075
2025,tavi_in_tavi,6.301047120418848,5.431602766398431
2026,tavi_in_savr,49.63192182410423,82.66471786061003
2026,tavi_in_tavi,7.25706940874036,6.787323892102397
2027,tavi_in_savr,51.31290322580645,87.01591284719925
2027,tavi_in_tavi,8.888311688311688,10.081206396190757
2028,tavi_in_savr,52.39935064935065,88.91414956609722
2028,tavi_in_tavi,11.594594594594595,18.329651455058475
2029,tavi_in_savr,52.23,86.94758983391326
2029,tavi_in_tavi,15.353623188405797,29.550649167062456
2030,tavi_in_savr,52.33898305084746,86.5538663172969
2030,tavi_in_tavi,19.136942675159236,38.511734714898225
2031,tavi_in_savr,55.05223880597015,84.70285733027426
2031,tavi_in_tavi,24.939068100358423,50.0698779389992
2032,tavi_in_savr,55.35655737704918,77.95128740343331
2032,tavi_in_tavi,35.26222222222222,64.87376233642176
2033,tavi_in_savr,62.455882352941174,74.09767894030668
2033,tavi_in_tavi,48.27368421052632,82.29729847061279
2034,tavi_in_savr,63.215053763440864,66.57299987757649
2034,tavi_in_tavi,62.94375,98.5839518287642
2035,tavi_in_savr,66.18238993710692,59.73939769775071
2035,tavi_in_tavi,76.08053691275168,116.1299084307837
2036,tavi_in_savr,61.97385620915033,55.511727982332275
2036,tavi_in_tavi,92.18518518518519,132.9480981203143
2037,tavi_in_savr,57.326530612244895,55.779674609347985
2037,tavi_in_tavi,105.85714285714286,148.21134716536193
2038,tavi_in_savr,52.99295774647887,58.52531688092244
2038,tavi_in_tavi,129.6846846846847,165.24714174295985
2039,tavi_in_savr,47.98571428571429,60.366862332172346
2039,tavi_in_tavi,158.84375,180.44426625327887
2040,tavi_in_savr,43.68571428571428,64.02473507110338
2040,tavi_in_tavi,173.69892473118279,194.2506664386887
2041,tavi_in_savr,38.69285714285714,65.09814355214962
2041,tavi_in_tavi,243.65714285714284,204.76631330417163
2042,tavi_in_savr,39.35766423357664,71.83823097625803
2042,tavi_in_tavi,268.80882352941177,219.20441338247832
2043,tavi_in_savr,40.8203125,76.03391634361107
2043,tavi_in_tavi,298.234375,224.18981060823342
2044,tavi_in_savr,44.41880341880342,81.24582104014264
2044,tavi_in_tavi,325.11475409836066,228.1315481880762
2045,tavi_in_savr,47.84905660377358,85.652986766129
2045,tavi_in_tavi,342.60655737704917,240.16489326353292
2046,tavi_in_savr,54.95789473684211,93.68813315139253
2046,tavi_in_tavi,364.21666666666664,254.17124160002282
2047,tavi_in_savr,58.41860465116279,92.97380594001338
2047,tavi_in_tavi,378.98333333333335,257.9734904043678
2048,tavi_in_savr,69.26923076923077,103.28534086869075
2048,tavi_in_tavi,397.01666666666665,273.73725443073477
2049,tavi_in_savr,82.29850746268657,109.33947898360064
2049,tavi_in_tavi,410.55,283.6557011231416
2050,tavi_in_savr,84.21212121212122,111.57191749671048
2050,tavi_in_tavi,429.6166666666667,302.0659986064706
