year,proc,index_cnt,deaths,failures,viable,run
2012,savr,14.0,0.01,0.0,0.0,49.5
2012,tavi,30.0,0.06,0.0,0.0,49.5
2013,savr,16.0,0.15,0.64,0.0,49.5
2013,tavi,41.0,0.38,0.77,0.0,49.5
2014,savr,13.0,0.43,0.93,0.0,49.5
2014,tavi,43.0,1.24,1.91,0.0,49.5
2015,savr,18.0,0.98,1.07,0.0,49.5
2015,tavi,44.0,3.46,4.09,0.0,49.5
2016,savr,216.0,2.6,1.95,0.0,49.5
2016,tavi,52.0,7.04,6.66,0.0,49.5
2017,savr,237.0,5.33,7.22,0.0,49.5
2017,tavi,67.0,13.38,9.6,0.0,49.5
2018,savr,254.0,11.56,11.16,0.0,49.5
2018,tavi,76.0,20.29,12.44,0.0,49.5
2019,savr,245.0,20.68,16.09,0.0,49.5
2019,tavi,70.0,29.37,14.8,0.0,49.5
2020,savr,208.0,35.91,21.65,0.0,49.5
2020,tavi,95.0,38.69,19.99,0.0,49.5
2021,savr,230.0,53.86,28.25,0.0,49.5
2021,tavi,119.0,46.31,24.91,0.0,49.5
2022,savr,245.0,77.47,36.18,29.63,49.5
2022,tavi,121.0,54.01,31.96,21.85,49.5
2023,savr,264.0,99.14,45.97,35.07,49.5
2023,tavi,128.0,59.98,39.15,24.82,49.5
2024,savr,326.0,120.23,58.51,40.89,49.5
2024,tavi,143.0,66.97,47.11,27.88,49.5
2025,savr,275.0,137.43,71.34,46.17,49.5
2025,tavi,131.0,72.1,56.81,31.94,49.5
2026,savr,286.0,162.0,89.25,56.06,49.5
2026,tavi,138.0,83.59,64.53,35.6,49.5
2027,savr,303.0,210.57,108.56,64.71,49.5
2027,tavi,147.0,107.63,71.23,37.53,49.5
2028,savr,319.0,266.09,128.76,73.2,49.5
2028,tavi,154.0,136.34,78.98,38.8,49.5
2029,savr,334.0,316.34,150.19,79.98,49.5
2029,tavi,162.0,160.32,88.2,40.69,49.5
2030,savr,351.0,354.24,175.63,87.77,49.5
2030,tavi,171.0,168.49,97.25,41.57,49.5
2031,savr,368.0,371.66,200.54,91.53,49.5
2031,tavi,180.0,171.8,107.92,43.19,49.5
2032,savr,384.0,385.3,229.91,95.88,49.5
2032,tavi,188.0,174.8,113.79,41.93,49.5
2033,savr,400.0,393.51,249.4,95.11,49.5
2033,tavi,197.0,176.09,123.56,44.03,49.5
2034,savr,417.0,402.55,279.45,99.19,49.5
2034,tavi,205.0,180.57,132.85,43.68,49.5
2035,savr,434.0,405.08,300.45,97.92,49.5
2035,tavi,214.0,185.61,140.24,43.73,49.5
2036,savr,452.0,411.97,322.27,99.73,49.5
2036,tavi,223.0,193.06,146.97,44.76,49.5
2037,savr,468.0,415.84,347.65,101.81,49.5
2037,tavi,231.0,198.35,157.09,45.39,49.5
2038,savr,485.0,426.61,361.1,100.63,49.5
2038,tavi,239.0,202.4,161.69,45.41,49.5
2039,savr,503.0,430.02,376.19,98.39,49.5
2039,tavi,248.0,208.06,169.06,47.77,49.5
2040,savr,519.0,440.24,391.52,101.6,49.5
2040,tavi,256.0,210.68,178.35,49.33,49.5
2041,savr,536.0,448.93,399.74,101.99,49.5
2041,tavi,264.0,222.48,186.86,51.87,49.5
2042,savr,552.0,459.9,412.57,103.97,49.5
2042,tavi,271.0,226.97,191.61,53.17,49.5
2043,savr,567.0,467.2,424.08,107.16,49.5
2043,tavi,279.0,236.51,199.96,55.55,49.5
2044,savr,582.0,478.87,430.12,107.88,49.5
2044,tavi,286.0,240.61,209.67,57.46,49.5
2045,savr,596.0,493.24,440.08,113.21,49.5
2045,tavi,293.0,247.95,218.67,60.52,49.5
2046,savr,609.0,502.54,450.72,116.01,49.5
2046,tavi,300.0,251.59,225.36,62.73,49.5
2047,savr,623.0,517.51,458.71,121.02,49.5
2047,tavi,308.0,261.25,235.27,65.3,49.5
2048,savr,636.0,529.77,473.01,125.44,49.5
2048,tavi,317.0,266.22,240.65,67.35,49.5
2049,savr,649.0,537.92,485.24,129.51,49.5
2049,tavi,325.0,274.36,251.87,70.01,49.5
2050,savr,660.0,552.06,501.67,137.14,49.5
2050,tavi,333.0,282.19,260.4,72.84,49.5
