year,tavi_in_savr,tavi_in_tavi,total
2025,552.05,164.65,716.6999999999999
2026,577.4,207.0,784.4
2027,590.2,250.4,840.6
2028,619.65,283.5,903.15
2029,629.9,329.1,959.0
2030,651.6,369.8,1021.4000000000001
2031,669.1,411.65,1080.75
2032,682.9,448.15,1131.05
2033,689.15,499.95,1189.1
2034,716.35,547.0,1263.35
2035,711.75,595.35,1307.1
