year,viv_type,mean,sd
2025,tavi_in_savr,549.75,29.87495870950681
2025,tavi_in_tavi,324.2,17.6891283888691
2026,tavi_in_savr,562.25,24.66379191403762
2026,tavi_in_tavi,407.45,18.030602640481753
2027,tavi_in_savr,576.9,18.298403726756284
2027,tavi_in_tavi,492.45,19.446214622848704
2028,tavi_in_savr,595.75,29.4169213745744
2028,tavi_in_tavi,558.7,17.82694589659147
2029,tavi_in_savr,604.25,23.812590654614016
2029,tavi_in_tavi,646.35,23.609264461669532
2030,tavi_in_savr,616.35,25.146465692858428
2030,tavi_in_tavi,729.35,25.676684078423325
2031,tavi_in_savr,617.7,24.55305747924168
2031,tavi_in_tavi,817.75,27.476066139939245
2032,tavi_in_savr,622.7,24.383126175805742
2032,tavi_in_tavi,897.75,24.87627277886343
2033,tavi_in_savr,635.5,22.568025821362504
2033,tavi_in_tavi,988.35,25.497729517082796
2034,tavi_in_savr,657.75,22.30382313227465
2034,tavi_in_tavi,1078.15,30.003990962607173
2035,tavi_in_savr,656.75,27.585035989215534
2035,tavi_in_tavi,1197.1,37.01336885078431
