year,tavi_in_savr,tavi_in_tavi,total
2025,355.8,70.95,426.75
2026,376.45,101.55,478.0
2027,390.75,139.9,530.65
2028,409.6,183.15,592.75
2029,426.75,239.2,665.95
2030,445.2,298.75,743.95
2031,452.9,364.0,816.9
2032,466.5,434.1,900.6
2033,487.45,515.8,1003.25
2034,513.15,605.7,1118.85
2035,523.95,719.8,1243.75
