year,tavi_in_savr,tavi_in_tavi,total
2025,357.6,34.9,392.5
2026,381.8,53.8,435.6
2027,395.95,72.95,468.9
2028,427.75,92.15,519.9
2029,441.8,122.1,563.9
2030,474.65,153.3,627.95
2031,494.0,181.7,675.7
2032,513.0,217.8,730.8
2033,534.0,260.15,794.15
2034,562.1,304.0,866.1
2035,568.25,356.95,925.2
