year,sex,age_band,population
2050,Men,45-49,1325000
2050,Men,5-9,610000
2050,Men,50-54,1677000
2050,Men,55-59,1830000
2050,Men,60-64,1607000
2050,Men,65-69,1788000
2050,Men,70-74,1680000
2050,Men,75-79,1685000
2050,Men,80-84,1373000
2050,Men,≥85,1492000
2050,Women,0-4,551000
2050,Women,10-14,593000
2050,Women,15-19,651000
2050,Women,20-24,761000
2050,Women,25-29,781000
2050,Women,30-34,989000
2050,Women,35-39,1217000
2050,Women,40-44,1195000
2050,Women,45-49,1251000
2050,Women,5-9,582000
2050,Women,50-54,1545000
2050,Women,55-59,1622000
2050,Women,60-64,1501000
2050,Women,65-69,1791000
2050,Women,70-74,1785000
2050,Women,75-79,1916000
2050,Women,80-84,1749000
2050,Women,≥85,2657000
