procedure,year,sex,age_band,count,population,risk
redo_savr,2024,Men,50-54,10,1055000,9.47867298578199e-06
redo_savr,2024,Men,55-59,11,985000,1.116751269035533e-05
redo_savr,2024,Men,60-64,17,732000,2.3224043715846996e-05
redo_savr,2024,Men,65-69,16,588000,2.7210884353741498e-05
redo_savr,2024,Men,70-74,18,318000,5.660377358490566e-05
redo_savr,2024,Men,75-79,12,271000,4.428044280442804e-05
redo_savr,2024,Men,>=80,6,208000,2.8846153846153845e-05
savr,2024,Men,10-14,3,832000,3.6057692307692307e-06
savr,2024,Men,15-19,3,840000,3.5714285714285714e-06
savr,2024,Men,20-24,8,919000,8.705114254624591e-06
savr,2024,Men,25-29,10,997000,1.0030090270812437e-05
savr,2024,Men,30-34,13,1002000,1.2974051896207585e-05
savr,2024,Men,35-39,23,932000,2.467811158798283e-05
savr,2024,Men,40-44,29,861000,3.368176538908246e-05
savr,2024,Men,45-49,35,823000,4.25273390036452e-05
savr,2024,Men,50-54,81,1055000,7.677725118483412e-05
savr,2024,Men,55-59,137,985000,0.00013908629441624365
savr,2024,Men,60-64,206,732000,0.0002814207650273224
savr,2024,Men,65-69,259,588000,0.00044047619047619046
savr,2024,Men,70-74,226,318000,0.0007106918238993711
savr,2024,Men,75-79,181,271000,0.0006678966789667897
savr,2024,Men,>=80,59,208000,0.00028365384615384613
tavi,2024,Men,50-54,1,1055000,9.47867298578199e-07
tavi,2024,Men,60-64,6,732000,8.19672131147541e-06
tavi,2024,Men,65-69,8,588000,1.3605442176870749e-05
tavi,2024,Men,70-74,48,318000,0.0001509433962264151
tavi,2024,Men,75-79,125,271000,0.00046125461254612545
tavi,2024,Men,>=80,576,208000,0.002769230769230769
redo_savr,2024,Women,20-24,2,881000,2.2701475595913733e-06
redo_savr,2024,Women,30-34,7,971000,7.209062821833162e-06
redo_savr,2024,Women,35-39,1,909000,1.1001100110011001e-06
redo_savr,2024,Women,40-44,1,845000,1.1834319526627218e-06
redo_savr,2024,Women,45-49,3,817000,3.6719706242350062e-06
redo_savr,2024,Women,50-54,7,1064000,6.578947368421053e-06
redo_savr,2024,Women,55-59,8,1017000,7.866273352999016e-06
redo_savr,2024,Women,60-64,17,781000,2.176696542893726e-05
redo_savr,2024,Women,65-69,18,656000,2.7439024390243903e-05
redo_savr,2024,Women,70-74,13,393000,3.307888040712468e-05
redo_savr,2024,Women,75-79,14,402000,3.482587064676617e-05
redo_savr,2024,Women,>=80,5,449000,1.1135857461024499e-05
savr,2024,Women,10-14,1,792000,1.2626262626262627e-06
savr,2024,Women,15-19,1,801000,1.2484394506866417e-06
savr,2024,Women,20-24,2,881000,2.2701475595913733e-06
savr,2024,Women,25-29,3,960000,3.125e-06
savr,2024,Women,30-34,5,971000,5.1493305870236865e-06
savr,2024,Women,35-39,5,909000,5.500550055005501e-06
savr,2024,Women,40-44,7,845000,8.284023668639054e-06
savr,2024,Women,45-49,19,817000,2.325581395348837e-05
savr,2024,Women,5-9,1,824000,1.2135922330097087e-06
savr,2024,Women,50-54,42,1064000,3.9473684210526316e-05
savr,2024,Women,55-59,57,1017000,5.6047197640118e-05
savr,2024,Women,60-64,120,781000,0.00015364916773367477
savr,2024,Women,65-69,185,656000,0.0002820121951219512
savr,2024,Women,70-74,190,393000,0.0004834605597964377
savr,2024,Women,75-79,171,402000,0.0004253731343283582
savr,2024,Women,>=80,76,449000,0.00016926503340757238
tavi,2024,Women,50-54,1,1064000,9.398496240601504e-07
tavi,2024,Women,55-59,2,1017000,1.966568338249754e-06
tavi,2024,Women,60-64,4,781000,5.121638924455826e-06
tavi,2024,Women,65-69,7,656000,1.0670731707317072e-05
tavi,2024,Women,70-74,39,393000,9.923664122137405e-05
tavi,2024,Women,75-79,142,402000,0.00035323383084577114
tavi,2024,Women,>=80,903,449000,0.0020111358574610243
