year,sex,age_band,population
2051,Women,40-44,762000
2051,Women,45-49,807000
2051,Women,5-9,635000
2051,Women,50-54,897000
2051,Women,55-59,924000
2051,Women,60-64,860000
2051,Women,65-69,769000
2051,Women,70-74,646000
2051,Women,75-79,671000
2051,Women,80-84,567000
2051,Women,≥85,380000
2052,Men,0-4,674000
2052,Men,10-14,665000
2052,Men,15-19,690000
2052,Men,20-24,749000
2052,Men,25-29,818000
2052,Men,30-34,842000
2052,Men,35-39,816000
2052,Men,40-44,786000
2052,Men,45-49,810000
2052,Men,5-9,674000
2052,Men,50-54,894000
2052,Men,55-59,920000
2052,Men,60-64,854000
2052,Men,65-69,737000
2052,Men,70-74,592000
2052,Men,75-79,519000
2052,Men,80-84,425000
2052,Men,≥85,239000
2052,Women,0-4,637000
2052,Women,10-14,628000
2052,Women,15-19,652000
2052,Women,20-24,709000
2052,Women,25-29,776000
2052,Women,30-34,803000
2052,Women,35-39,782000
2052,Women,40-44,759000
2052,Women,45-49,788000
2052,Women,5-9,637000
2052,Women,50-54,881000
2052,Women,55-59,921000
2052,Women,60-64,872000
2052,Women,65-69,779000
2052,Women,70-74,658000
2052,Women,75-79,627000
2052,Women,80-84,575000
2052,Women,≥85,404000
2053,Men,0-4,670000
2053,Men,10-14,665000
2053,Men,15-19,680000
2053,Men,20-24,732000
2053,Men,25-29,806000
2053,Men,30-34,840000
2053,Men,35-39,822000
2053,Men,40-44,785000
2053,Men,45-49,797000
2053,Men,5-9,676000
2053,Men,50-54,876000
2053,Men,55-59,915000
2053,Men,60-64,866000
2053,Men,65-69,748000
2053,Men,70-74,606000
2053,Men,75-79,490000
2053,Men,80-84,425000
2053,Men,≥85,256000
2053,Women,0-4,633000
2053,Women,10-14,628000
2053,Women,15-19,643000
2053,Women,20-24,693000
2053,Women,25-29,764000
2053,Women,30-34,801000
2053,Women,35-39,788000
2053,Women,40-44,757000
2053,Women,45-49,775000
2053,Women,5-9,638000
2053,Women,50-54,863000
2053,Women,55-59,915000
2053,Women,60-64,884000
2053,Women,65-69,789000
2053,Women,70-74,672000
2053,Women,75-79,589000
2053,Women,80-84,572000
2053,Women,≥85,430000
2054,Men,0-4,665000
2054,Men,10-14,667000
2054,Men,15-19,673000
2054,Men,20-24,717000
2054,Men,25-29,791000
2054,Men,30-34,837000
2054,Men,35-39,828000
2054,Men,40-44,787000
2054,Men,45-49,787000
2054,Men,5-9,677000
2054,Men,50-54,856000
2054,Men,55-59,908000
2054,Men,60-64,876000
2054,Men,65-69,758000
2054,Men,70-74,620000
2054,Men,75-79,475000
2054,Men,80-84,414000
2054,Men,≥85,272000
2054,Women,0-4,628000
2054,Women,10-14,629000
2054,Women,15-19,635000
2054,Women,20-24,678000
2054,Women,25-29,750000
2054,Women,30-34,798000
2054,Women,35-39,793000
2054,Women,40-44,759000
2054,Women,45-49,765000
2054,Women,5-9,639000
2054,Women,50-54,842000
2054,Women,55-59,907000
2054,Women,60-64,893000
2054,Women,65-69,799000
2054,Women,70-74,686000
2054,Women,75-79,569000
2054,Women,80-84,556000
2054,Women,≥85,453000
2055,Men,0-4,658000
2055,Men,10-14,669000
2055,Men,15-19,667000
2055,Men,20-24,702000
2055,Men,25-29,775000
2055,Men,30-34,832000
2055,Men,35-39,833000
2055,Men,40-44,793000
2055,Men,45-49,782000
2055,Men,5-9,676000
2055,Men,50-54,833000
2055,Men,55-59,898000
2055,Men,60-64,882000
2055,Men,65-69,769000
2055,Men,70-74,633000
2055,Men,75-79,468000
2055,Men,80-84,398000
2055,Men,≥85,285000
2055,Women,0-4,621000
2055,Women,10-14,631000
2055,Women,15-19,630000
2055,Women,20-24,664000
2055,Women,25-29,735000
2055,Women,30-34,792000
2055,Women,35-39,797000
2055,Women,40-44,765000
2055,Women,45-49,759000
2055,Women,5-9,638000
2055,Women,50-54,819000
2055,Women,55-59,896000
2055,Women,60-64,898000
2055,Women,65-69,810000
2055,Women,70-74,700000
2055,Women,75-79,558000
2055,Women,80-84,534000
2055,Women,≥85,473000
2056,Men,0-4,650000
2056,Men,10-14,671000
2056,Men,15-19,664000
2056,Men,20-24,689000
2056,Men,25-29,758000
2056,Men,30-34,825000
2056,Men,35-39,836000
2056,Men,40-44,801000
2056,Men,45-49,779000
2056,Men,5-9,675000
2056,Men,50-54,812000
2056,Men,55-59,884000
2056,Men,60-64,884000
2056,Men,65-69,782000
2056,Men,70-74,645000
2056,Men,75-79,470000
2056,Men,80-84,379000
2056,Men,≥85,296000
2056,Women,0-4,614000
2056,Women,10-14,633000
2056,Women,15-19,627000
2056,Women,20-24,652000
2056,Women,25-29,719000
2056,Women,30-34,784000
2056,Women,35-39,800000
2056,Women,40-44,771000
2056,Women,45-49,756000
2056,Women,5-9,637000
2056,Women,50-54,797000
2056,Women,55-59,881000
2056,Women,60-64,899000
2056,Women,65-69,822000
2056,Women,70-74,712000
2056,Women,75-79,559000
2056,Women,80-84,507000
2056,Women,≥85,491000
2057,Men,0-4,641000
2057,Men,10-14,673000
2057,Men,15-19,662000
2057,Men,20-24,678000
2057,Men,25-29,742000
2057,Men,30-34,815000
2057,Men,35-39,837000
2057,Men,40-44,808000
2057,Men,45-49,777000
2057,Men,5-9,672000
2057,Men,50-54,794000
2057,Men,55-59,869000
2057,Men,60-64,883000
2057,Men,65-69,795000
2057,Men,70-74,655000
2057,Men,75-79,481000
2057,Men,80-84,357000
2057,Men,≥85,308000
2057,Women,0-4,605000
2057,Women,10-14,635000
2057,Women,15-19,625000
2057,Women,20-24,641000
2057,Women,25-29,703000
2057,Women,30-34,774000
2057,Women,35-39,800000
2057,Women,40-44,778000
2057,Women,45-49,753000
2057,Women,5-9,634000
2057,Women,50-54,779000
2057,Women,55-59,865000
2057,Women,60-64,897000
2057,Women,65-69,835000
2057,Women,70-74,721000
2057,Women,75-79,570000
2057,Women,80-84,475000
2057,Women,≥85,509000
2058,Men,0-4,631000
2058,Men,10-14,674000
2058,Men,15-19,662000
2058,Men,20-24,669000
2058,Men,25-29,726000
2058,Men,30-34,803000
2058,Men,35-39,836000
2058,Men,40-44,815000
2058,Men,45-49,776000
2058,Men,5-9,668000
2058,Men,50-54,782000
2058,Men,55-59,852000
2058,Men,60-64,878000
2058,Men,65-69,807000
2058,Men,70-74,665000
2058,Men,75-79,494000
2058,Men,80-84,339000
2058,Men,≥85,314000
2058,Women,0-4,596000
2058,Women,10-14,636000
2058,Women,15-19,625000
2058,Women,20-24,632000
2058,Women,25-29,687000
2058,Women,30-34,762000
2058,Women,35-39,799000
2058,Women,40-44,784000
2058,Women,45-49,751000
2058,Women,5-9,630000
2058,Women,50-54,766000
2058,Women,55-59,848000
2058,Women,60-64,891000
2058,Women,65-69,846000
2058,Women,70-74,731000
2058,Women,75-79,584000
2058,Women,80-84,448000
2058,Women,≥85,518000
2059,Men,0-4,621000
2059,Men,10-14,675000
2059,Men,15-19,663000
2059,Men,20-24,661000
2059,Men,25-29,710000
2059,Men,30-34,788000
2059,Men,35-39,833000
2059,Men,40-44,821000
2059,Men,45-49,778000
2059,Men,5-9,663000
2059,Men,50-54,772000
2059,Men,55-59,833000
2059,Men,60-64,872000
2059,Men,65-69,817000
2059,Men,70-74,675000
2059,Men,75-79,506000
2059,Men,80-84,331000
2059,Men,≥85,315000
2059,Women,0-4,586000
2059,Women,10-14,637000
2059,Women,15-19,626000
2059,Women,20-24,625000
2059,Women,25-29,672000
2059,Women,30-34,749000
2059,Women,35-39,796000
2059,Women,40-44,789000
2059,Women,45-49,753000
2059,Women,5-9,625000
2059,Women,50-54,756000
2059,Women,55-59,828000
2059,Women,60-64,884000
2059,Women,65-69,855000
2059,Women,70-74,741000
2059,Women,75-79,597000
2059,Women,80-84,435000
2059,Women,≥85,518000
2060,Men,0-4,609000
2060,Men,10-14,675000
2060,Men,15-19,665000
2060,Men,20-24,656000
2060,Men,25-29,696000
2060,Men,30-34,772000
2060,Men,35-39,828000
2060,Men,40-44,826000
2060,Men,45-49,784000
2060,Men,5-9,656000
2060,Men,50-54,767000
2060,Men,55-59,811000
2060,Men,60-64,862000
2060,Men,65-69,823000
2060,Men,70-74,686000
2060,Men,75-79,519000
2060,Men,80-84,328000
2060,Men,≥85,312000
2060,Women,0-4,575000
2060,Women,10-14,637000
2060,Women,15-19,628000
2060,Women,20-24,620000
2060,Women,25-29,659000
2060,Women,30-34,733000
2060,Women,35-39,790000
2060,Women,40-44,793000
2060,Women,45-49,759000
2060,Women,5-9,619000
2060,Women,50-54,750000
2060,Women,55-59,805000
2060,Women,60-64,873000
2060,Women,65-69,861000
2060,Women,70-74,752000
2060,Women,75-79,610000
2060,Women,80-84,429000
2060,Women,≥85,515000
2061,Men,0-4,598000
2061,Men,10-14,673000
2061,Men,15-19,667000
2061,Men,20-24,652000
2061,Men,25-29,683000
2061,Men,30-34,756000
2061,Men,35-39,820000
2061,Men,40-44,829000
2061,Men,45-49,792000
2061,Men,5-9,648000
2061,Men,50-54,765000
2061,Men,55-59,790000
2061,Men,60-64,850000
2061,Men,65-69,826000
2061,Men,70-74,698000
2061,Men,75-79,529000
2061,Men,80-84,332000
2061,Men,≥85,307000
2061,Women,0-4,564000
2061,Women,10-14,635000
2061,Women,15-19,630000
2061,Women,20-24,616000
2061,Women,25-29,646000
2061,Women,30-34,717000
2061,Women,35-39,782000
2061,Women,40-44,796000
2061,Women,45-49,765000
2061,Women,5-9,612000
2061,Women,50-54,747000
2061,Women,55-59,784000
2061,Women,60-64,860000
2061,Women,65-69,862000
2061,Women,70-74,764000
2061,Women,75-79,621000
2061,Women,80-84,431000
2061,Women,≥85,506000
2062,Men,0-4,586000
2062,Men,10-14,671000
2062,Men,15-19,670000
2062,Men,20-24,651000
2062,Men,25-29,672000
2062,Men,30-34,740000
2062,Men,35-39,811000
2062,Men,40-44,830000
2062,Men,45-49,799000
2062,Men,5-9,639000
2062,Men,50-54,763000
2062,Men,55-59,773000
2062,Men,60-64,835000
2062,Men,65-69,826000
2062,Men,70-74,711000
2062,Men,75-79,539000
2062,Men,80-84,341000
2062,Men,≥85,300000
2062,Women,0-4,554000
2062,Women,10-14,633000
2062,Women,15-19,632000
2062,Women,20-24,615000
2062,Women,25-29,636000
2062,Women,30-34,702000
2062,Women,35-39,772000
2062,Women,40-44,796000
2062,Women,45-49,772000
2062,Women,5-9,603000
2062,Women,50-54,745000
2062,Women,55-59,766000
2062,Women,60-64,844000
2062,Women,65-69,860000
2062,Women,70-74,777000
2062,Women,75-79,631000
2062,Women,80-84,442000
2062,Women,≥85,494000
2063,Men,0-4,576000
2063,Men,10-14,667000
2063,Men,15-19,671000
2063,Men,20-24,651000
2063,Men,25-29,663000
2063,Men,30-34,724000
2063,Men,35-39,799000
2063,Men,40-44,829000
2063,Men,45-49,806000
2063,Men,5-9,629000
2063,Men,50-54,762000
2063,Men,55-59,761000
2063,Men,60-64,820000
2063,Men,65-69,822000
2063,Men,70-74,723000
2063,Men,75-79,549000
2063,Men,80-84,352000
2063,Men,≥85,294000
2063,Women,0-4,543000
2063,Women,10-14,629000
2063,Women,15-19,634000
2063,Women,20-24,615000
2063,Women,25-29,627000
2063,Women,30-34,686000
2063,Women,35-39,760000
2063,Women,40-44,795000
2063,Women,45-49,778000
2063,Women,5-9,594000
2063,Women,50-54,743000
2063,Women,55-59,753000
2063,Women,60-64,827000
2063,Women,65-69,855000
2063,Women,70-74,788000
2063,Women,75-79,640000
2063,Women,80-84,453000
2063,Women,≥85,484000
2064,Men,0-4,565000
2064,Men,10-14,661000
2064,Men,15-19,672000
2064,Men,20-24,652000
2064,Men,25-29,655000
2064,Men,30-34,708000
2064,Men,35-39,785000
2064,Men,40-44,826000
2064,Men,45-49,812000
2064,Men,5-9,619000
2064,Men,50-54,765000
2064,Men,55-59,753000
2064,Men,60-64,802000
2064,Men,65-69,817000
2064,Men,70-74,733000
2064,Men,75-79,558000
2064,Men,80-84,362000
2064,Men,≥85,291000
2064,Women,0-4,534000
2064,Women,10-14,624000
2064,Women,15-19,634000
2064,Women,20-24,616000
2064,Women,25-29,620000
2064,Women,30-34,671000
2064,Women,35-39,747000
2064,Women,40-44,792000
2064,Women,45-49,783000
2064,Women,5-9,584000
2064,Women,50-54,745000
2064,Women,55-59,744000
2064,Women,60-64,808000
2064,Women,65-69,848000
2064,Women,70-74,797000
2064,Women,75-79,650000
2064,Women,80-84,465000
2064,Women,≥85,477000
2065,Men,0-4,556000
2065,Men,10-14,655000
2065,Men,15-19,672000
2065,Men,20-24,654000
2065,Men,25-29,650000
2065,Men,30-34,694000
2065,Men,35-39,769000
2065,Men,40-44,822000
2065,Men,45-49,817000
2065,Men,5-9,608000
2065,Men,50-54,771000
2065,Men,55-59,748000
2065,Men,60-64,781000
2065,Men,65-69,809000
2065,Men,70-74,740000
2065,Men,75-79,569000
2065,Men,80-84,372000
2065,Men,≥85,290000
2065,Women,0-4,525000
2065,Women,10-14,618000
2065,Women,15-19,634000
2065,Women,20-24,618000
2065,Women,25-29,615000
2065,Women,30-34,658000
2065,Women,35-39,731000
2065,Women,40-44,786000
2065,Women,45-49,787000
2065,Women,5-9,573000
2065,Women,50-54,751000
2065,Women,55-59,738000
2065,Women,60-64,786000
2065,Women,65-69,839000
2065,Women,70-74,803000
2065,Women,75-79,660000
2065,Women,80-84,476000
2065,Women,≥85,472000
2066,Men,0-4,548000
2066,Men,10-14,647000
2066,Men,15-19,670000
2066,Men,20-24,657000
2066,Men,25-29,647000
2066,Men,30-34,681000
2066,Men,35-39,753000
2066,Men,40-44,814000
2066,Men,45-49,820000
2066,Men,5-9,596000
2066,Men,50-54,778000
2066,Men,55-59,746000
2066,Men,60-64,761000
2066,Men,65-69,798000
2066,Men,70-74,743000
2066,Men,75-79,581000
2066,Men,80-84,381000
2066,Men,≥85,292000
2066,Women,0-4,517000
2066,Women,10-14,610000
2066,Women,15-19,633000
2066,Women,20-24,620000
2066,Women,25-29,611000
2066,Women,30-34,646000
2066,Women,35-39,716000
2066,Women,40-44,779000
2066,Women,45-49,790000
2066,Women,5-9,562000
2066,Women,50-54,757000
2066,Women,55-59,735000
2066,Women,60-64,765000
2066,Women,65-69,826000
2066,Women,70-74,805000
2066,Women,75-79,672000
2066,Women,80-84,486000
2066,Women,≥85,470000
2067,Men,0-4,540000
2067,Men,10-14,638000
2067,Men,15-19,667000
2067,Men,20-24,659000
2067,Men,25-29,645000
2067,Men,30-34,670000
2067,Men,35-39,736000
2067,Men,40-44,805000
2067,Men,45-49,821000
2067,Men,5-9,585000
2067,Men,50-54,786000
2067,Men,55-59,744000
2067,Men,60-64,746000
2067,Men,65-69,785000
2067,Men,70-74,744000
2067,Men,75-79,593000
2067,Men,80-84,390000
2067,Men,≥85,296000
2067,Women,0-4,510000
2067,Women,10-14,602000
2067,Women,15-19,630000
2067,Women,20-24,622000
2067,Women,25-29,610000
2067,Women,30-34,635000
2067,Women,35-39,700000
2067,Women,40-44,769000
2067,Women,45-49,791000
2067,Women,5-9,552000
2067,Women,50-54,764000
2067,Women,55-59,733000
2067,Women,60-64,749000
2067,Women,65-69,812000
2067,Women,70-74,804000
2067,Women,75-79,684000
2067,Women,80-84,495000
2067,Women,≥85,474000
2068,Men,0-4,535000
2068,Men,10-14,628000
2068,Men,15-19,664000
2068,Men,20-24,660000
2068,Men,25-29,645000
2068,Men,30-34,661000
2068,Men,35-39,721000
2068,Men,40-44,793000
2068,Men,45-49,820000
2068,Men,5-9,574000
2068,Men,50-54,793000
2068,Men,55-59,744000
2068,Men,60-64,734000
2068,Men,65-69,771000
2068,Men,70-74,742000
2068,Men,75-79,604000
2068,Men,80-84,398000
2068,Men,≥85,301000
2068,Women,0-4,504000
2068,Women,10-14,592000
2068,Women,15-19,626000
2068,Women,20-24,624000
2068,Women,25-29,610000
2068,Women,30-34,626000
2068,Women,35-39,685000
2068,Women,40-44,757000
2068,Women,45-49,789000
2068,Women,5-9,541000
2068,Women,50-54,770000
2068,Women,55-59,732000
2068,Women,60-64,736000
2068,Women,65-69,796000
2068,Women,70-74,800000
2068,Women,75-79,695000
2068,Women,80-84,504000
2068,Women,≥85,479000
2069,Men,0-4,530000
2069,Men,10-14,618000
2069,Men,15-19,658000
2069,Men,20-24,661000
2069,Men,25-29,647000
2069,Men,30-34,654000
2069,Men,35-39,706000
2069,Men,40-44,779000
2069,Men,45-49,818000
2069,Men,5-9,564000
2069,Men,50-54,799000
2069,Men,55-59,746000
2069,Men,60-64,727000
2069,Men,65-69,754000
2069,Men,70-74,738000
2069,Men,75-79,614000
2069,Men,80-84,407000
2069,Men,≥85,308000
2069,Women,0-4,500000
2069,Women,10-14,582000
2069,Women,15-19,621000
2069,Women,20-24,624000
2069,Women,25-29,611000
2069,Women,30-34,619000
2069,Women,35-39,670000
2069,Women,40-44,743000
2069,Women,45-49,786000
2069,Women,5-9,532000
2069,Women,50-54,775000
2069,Women,55-59,734000
2069,Women,60-64,727000
2069,Women,65-69,778000
2069,Women,70-74,794000
2069,Women,75-79,704000
2069,Women,80-84,513000
2069,Women,≥85,485000
2070,Men,0-4,526000
2070,Men,10-14,607000
2070,Men,15-19,652000
2070,Men,20-24,661000
2070,Men,25-29,649000
2070,Men,30-34,649000
2070,Men,35-39,692000
2070,Men,40-44,764000
2070,Men,45-49,813000
2070,Men,5-9,554000
2070,Men,50-54,804000
2070,Men,55-59,753000
2070,Men,60-64,722000
2070,Men,65-69,735000
2070,Men,70-74,732000
2070,Men,75-79,621000
2070,Men,80-84,417000
2070,Men,≥85,315000
2070,Women,0-4,496000
2070,Women,10-14,572000
2070,Women,15-19,615000
2070,Women,20-24,624000
2070,Women,25-29,613000
2070,Women,30-34,614000
2070,Women,35-39,657000
2070,Women,40-44,728000
2070,Women,45-49,781000
2070,Women,5-9,523000
2070,Women,50-54,779000
2070,Women,55-59,739000
2070,Women,60-64,722000
2070,Women,65-69,757000
2070,Women,70-74,786000
2070,Women,75-79,710000
2070,Women,80-84,523000
2070,Women,≥85,493000
