year,proc,index_cnt,deaths,failures,viable,run
2015,savr,1840.0,59.4,112.75,112.45,9.5
2015,tavi,93.0,5.2,6.35,5.9,9.5
2016,savr,2179.0,123.2,168.95,167.75,9.5
2016,tavi,197.0,10.2,9.05,8.5,9.5
2017,savr,1949.0,214.0,242.0,237.4,9.5
2017,tavi,248.0,19.35,16.8,15.85,9.5
2018,savr,2169.0,324.0,310.3,299.75,9.5
2018,tavi,345.0,33.2,25.1,22.95,9.5
2019,savr,2118.0,473.4,402.45,379.1,9.5
2019,tavi,436.0,52.3,38.75,35.0,9.5
2020,savr,2195.0,598.6,508.25,466.95,9.5
2020,tavi,459.0,80.95,60.2,53.3,9.5
2021,savr,2321.0,734.0,625.65,556.25,9.5
2021,tavi,563.0,120.35,82.8,71.35,9.5
2022,savr,2023.0,845.85,757.95,654.7,9.5
2022,tavi,551.0,163.15,112.85,93.3,9.5
2023,savr,2620.0,953.7,865.8,715.25,9.5
2023,tavi,1083.0,222.2,146.65,115.0,9.5
2024,savr,2000.0,1049.35,1019.1,817.55,9.5
2024,tavi,1034.0,283.1,185.6,143.35,9.5
2025,savr,2000.0,1138.1,1062.2,799.4,9.5
2025,tavi,1173.0,365.95,244.4,182.1,9.5
2026,savr,2000.0,1201.1,1155.5,824.9,9.5
2026,tavi,1311.0,442.4,307.8,221.3,9.5
2027,savr,2000.0,1268.3,1261.7,852.35,9.5
2027,tavi,1450.0,479.7,393.0,274.1,9.5
2028,savr,2000.0,1334.4,1331.95,852.75,9.5
2028,tavi,1589.0,520.95,466.0,312.05,9.5
2029,savr,2000.0,1450.95,1358.95,802.1,9.5
2029,tavi,1727.0,583.9,560.25,371.0,9.5
2030,savr,2000.0,1561.2,1389.3,765.0,9.5
2030,tavi,1866.0,671.0,656.65,425.45,9.5
2031,savr,2000.0,1702.15,1410.8,714.25,9.5
2031,tavi,2004.0,773.1,763.45,490.65,9.5
2032,savr,2000.0,1828.25,1424.05,666.05,9.5
2032,tavi,2143.0,919.35,866.45,540.5,9.5
2033,savr,2000.0,2015.35,1401.3,593.05,9.5
2033,tavi,2282.0,1082.85,990.0,612.3,9.5
2034,savr,2000.0,2154.35,1388.95,543.2,9.5
2034,tavi,2420.0,1254.3,1107.85,668.2,9.5
2035,savr,2000.0,2280.5,1387.35,484.15,9.5
2035,tavi,2559.0,1414.3,1249.8,739.15,9.5
