year,proc,index_cnt,deaths,failures,viable,run
2025,savr,2588.0,1803.2,1083.15,479.3,9.5
2025,tavi,1173.0,327.35,241.05,165.1,9.5
2026,savr,2671.0,1874.75,1169.25,462.1,9.5
2026,tavi,1311.0,384.0,315.25,207.35,9.5
2027,savr,2755.0,1892.2,1261.75,447.4,9.5
2027,tavi,1450.0,455.8,388.9,257.1,9.5
2028,savr,2838.0,1885.75,1330.35,423.8,9.5
2028,tavi,1589.0,546.75,473.9,312.35,9.5
2029,savr,2921.0,1832.65,1369.95,376.9,9.5
2029,tavi,1727.0,642.85,547.85,352.0,9.5
2030,savr,3004.0,1811.4,1424.85,346.4,9.5
2030,tavi,1866.0,745.7,648.45,412.75,9.5
2031,savr,3087.0,1792.85,1423.35,313.6,9.5
2031,tavi,2004.0,840.65,760.4,474.15,9.5
2032,savr,3171.0,1807.4,1446.35,309.55,9.5
2032,tavi,2143.0,933.0,865.05,531.4,9.5
2033,savr,3254.0,1843.35,1458.75,317.45,9.5
2033,tavi,2282.0,1063.3,986.3,599.95,9.5
2034,savr,3337.0,1958.0,1480.95,340.7,9.5
2034,tavi,2420.0,1180.55,1113.65,664.75,9.5
2035,savr,3420.0,2120.6,1496.35,369.9,9.5
2035,tavi,2559.0,1332.8,1247.4,730.7,9.5
