year,viv_type,mean,sd,realized
2022,tavi_in_savr,278.8333333333333,31.25984902266069,81.83333333333331
2022,tavi_in_tavi,8.466666666666667,2.8251741885063124,8.466666666666667
2023,tavi_in_savr,299.43333333333334,25.16933456209859,98.43333333333334
2023,tavi_in_tavi,14.433333333333334,2.8609539442752943,14.433333333333334
2024,tavi_in_savr,341.5,40.170112410030455,136.5
2024,tavi_in_tavi,23.3,6.843824298919629,23.3
2025,tavi_in_savr,358.93333333333334,37.895439934325765,148.93333333333334
2025,tavi_in_tavi,35.233333333333334,7.454151045967068,35.233333333333334
2026,tavi_in_savr,394.1,36.252324539024514,180.10000000000002
2026,tavi_in_tavi,54.03333333333333,7.631528672884449,54.03333333333333
2027,tavi_in_savr,411.1666666666667,45.47684771574344,191.16666666666669
2027,tavi_in_tavi,70.56666666666666,13.242260806386794,70.56666666666666
2028,tavi_in_savr,440.0,44.76913961725159,214.0
2028,tavi_in_tavi,100.43333333333334,9.873976012673442,100.43333333333334
2029,tavi_in_savr,470.93333333333334,44.42268241162028,238.93333333333334
2029,tavi_in_tavi,122.56666666666666,18.466527656226035,122.56666666666666
2030,tavi_in_savr,500.1,52.82067907487592,263.1
2030,tavi_in_tavi,151.13333333333333,14.296692005455338,151.13333333333333
2031,tavi_in_savr,522.0666666666667,48.29645045380439,280.0666666666667
2031,tavi_in_tavi,180.6,17.79693890765372,180.6
2032,tavi_in_savr,555.1666666666666,52.619704800895015,308.16666666666663
2032,tavi_in_tavi,211.53333333333333,26.536550373911197,211.53333333333333
2033,tavi_in_savr,584.2,54.39092216347414,332.20000000000005
2033,tavi_in_tavi,249.6,23.723406163533934,249.6
2034,tavi_in_savr,617.6333333333333,55.407259161738835,361.6333333333333
2034,tavi_in_tavi,289.03333333333336,34.03698124032187,289.03333333333336
2035,tavi_in_savr,647.0,62.343873962801325,386.0
2035,tavi_in_tavi,325.93333333333334,34.26663535934882,325.93333333333334
2036,tavi_in_savr,664.1666666666666,64.94723764842442,399.16666666666663
2036,tavi_in_tavi,338.2,36.316045660476206,338.2
2037,tavi_in_savr,676.2333333333333,76.42877384378458,407.23333333333335
2037,tavi_in_tavi,359.53333333333336,37.225068799485605,359.53333333333336
2038,tavi_in_savr,679.7333333333333,58.852201396340334,406.73333333333335
2038,tavi_in_tavi,368.56666666666666,42.25920290167643,368.56666666666666
2039,tavi_in_savr,689.7666666666667,70.83428126478626,413.76666666666665
2039,tavi_in_tavi,380.1,40.29148108813899,380.1
2040,tavi_in_savr,702.3,68.85123893909443,424.29999999999995
2040,tavi_in_tavi,395.53333333333336,38.38618046347817,395.53333333333336
2041,tavi_in_savr,712.9333333333333,73.25483782227504,432.9333333333333
2041,tavi_in_tavi,402.0,47.843855224664125,402.0
2042,tavi_in_savr,707.9,65.0820966959795,426.9
2042,tavi_in_tavi,419.73333333333335,40.857138264034546,419.73333333333335
2043,tavi_in_savr,715.7666666666667,68.03634086398912,434.76666666666665
2043,tavi_in_tavi,428.7,49.82877578821021,428.7
2044,tavi_in_savr,720.0666666666667,67.83953345100906,439.0666666666667
2044,tavi_in_tavi,455.93333333333334,47.833715806072306,455.93333333333334
2045,tavi_in_savr,712.6,60.83420090705556,431.6
2045,tavi_in_tavi,463.7,50.36771680900101,463.7
2046,tavi_in_savr,717.5666666666667,61.863968307187044,437.5666666666667
2046,tavi_in_tavi,480.96666666666664,46.07526326628499,480.96666666666664
2047,tavi_in_savr,715.6333333333333,68.56735089818919,436.6333333333333
2047,tavi_in_tavi,502.23333333333335,48.24912601197601,502.23333333333335
2048,tavi_in_savr,717.5333333333333,74.70666006100971,439.5333333333333
2048,tavi_in_tavi,522.6,46.89209918010964,522.6
2049,tavi_in_savr,727.0333333333333,65.32807567397319,449.0333333333333
2049,tavi_in_tavi,541.5666666666667,58.98432482204609,541.5666666666667
2050,tavi_in_savr,722.2,72.70554691166375,444.20000000000005
2050,tavi_in_tavi,552.8333333333334,54.80881085305936,552.8333333333334
