sex,age_band,year,count
Women,10-14,2014,0
Women,15-19,2014,0
Women,20-24,2014,0
Women,25-29,2014,0
Women,30-34,2014,0
Women,35-39,2014,0
Women,40-44,2014,0
Women,45-49,2014,0
Women,5-9,2014,0
Women,50-54,2014,0
Women,55-59,2014,0
Women,60-64,2014,0
Women,65-69,2014,2
Women,70-74,2014,2
Women,75-79,2014,2
Women,<5yr,2014,0
Women,>=80,2014,8
Men,10-14,2015,0
Men,15-19,2015,0
Men,20-24,2015,0
Men,25-29,2015,0
Men,30-34,2015,0
Men,35-39,2015,0
Men,40-44,2015,0
Men,45-49,2015,1
Men,5-9,2015,0
Men,50-54,2015,0
Men,55-59,2015,1
Men,60-64,2015,1
Men,65-69,2015,1
Men,70-74,2015,1
Men,75-79,2015,3
Men,<5yr,2015,0
Men,>=80,2015,13
Women,10-14,2015,0
Women,15-19,2015,0
Women,20-24,2015,0
Women,25-29,2015,0
Women,30-34,2015,0
Women,35-39,2015,0
Women,40-44,2015,0
Women,45-49,2015,0
Women,5-9,2015,0
Women,50-54,2015,0
Women,55-59,2015,1
Women,60-64,2015,1
Women,65-69,2015,4
Women,70-74,2015,4
Women,75-79,2015,2
Women,<5yr,2015,0
Women,>=80,2015,11
Men,10-14,2016,0
Men,15-19,2016,0
Men,20-24,2016,0
Men,25-29,2016,0
Men,30-34,2016,0
Men,35-39,2016,0
Men,40-44,2016,0
Men,45-49,2016,0
Men,5-9,2016,0
Men,50-54,2016,1
Men,55-59,2016,0
Men,60-64,2016,0
Men,65-69,2016,1
Men,70-74,2016,2
Men,75-79,2016,2
Men,<5yr,2016,0
Men,>=80,2016,18
Women,10-14,2016,0
Women,15-19,2016,0
Women,20-24,2016,0
Women,25-29,2016,0
Women,30-34,2016,0
Women,35-39,2016,0
Women,40-44,2016,0
Women,45-49,2016,0
Women,5-9,2016,0
Women,50-54,2016,0
Women,55-59,2016,2
Women,60-64,2016,1
Women,65-69,2016,1
Women,70-74,2016,5
Women,75-79,2016,6
Women,<5yr,2016,0
Women,>=80,2016,13
Men,10-14,2017,0
Men,15-19,2017,0
Men,20-24,2017,0
Men,25-29,2017,0
Men,30-34,2017,0
Men,35-39,2017,0
Men,40-44,2017,0
Men,45-49,2017,0
Men,5-9,2017,0
Men,50-54,2017,1
Men,55-59,2017,1
Men,60-64,2017,1
Men,65-69,2017,2
Men,70-74,2017,2
Men,75-79,2017,7
Men,<5yr,2017,0
Men,>=80,2017,13
Women,10-14,2017,0
Women,15-19,2017,0
Women,20-24,2017,0
Women,25-29,2017,0
Women,30-34,2017,0
Women,35-39,2017,1
Women,40-44,2017,0
Women,45-49,2017,0
Women,5-9,2017,0
Women,50-54,2017,0
Women,55-59,2017,0
Women,60-64,2017,2
Women,65-69,2017,6
Women,70-74,2017,9
Women,75-79,2017,7
Women,<5yr,2017,0
Women,>=80,2017,15
Men,10-14,2018,0
Men,15-19,2018,0
Men,20-24,2018,0
Men,25-29,2018,0
Men,30-34,2018,0
Men,35-39,2018,0
Men,40-44,2018,0
Men,45-49,2018,0
Men,5-9,2018,0
Men,50-54,2018,0
Men,55-59,2018,0
Men,60-64,2018,1
Men,65-69,2018,2
Men,70-74,2018,7
Men,75-79,2018,4
Men,<5yr,2018,0
Men,>=80,2018,29
Women,10-14,2018,0
Women,15-19,2018,0
Women,20-24,2018,0
Women,25-29,2018,0
Women,30-34,2018,0
Women,35-39,2018,0
Women,40-44,2018,0
Women,45-49,2018,0
Women,5-9,2018,0
Women,50-54,2018,0
Women,55-59,2018,0
Women,60-64,2018,2
Women,65-69,2018,1
Women,70-74,2018,8
Women,75-79,2018,6
Women,<5yr,2018,0
Women,>=80,2018,16
Men,10-14,2019,0
Men,15-19,2019,0
Men,20-24,2019,0
Men,25-29,2019,0
Men,30-34,2019,0
Men,35-39,2019,0
Men,40-44,2019,0
Men,45-49,2019,0
Men,5-9,2019,0
Men,50-54,2019,1
Men,55-59,2019,0
Men,60-64,2019,2
Men,65-69,2019,4
Men,70-74,2019,5
Men,75-79,2019,7
Men,<5yr,2019,0
Men,>=80,2019,15
Women,10-14,2019,0
Women,15-19,2019,0
Women,20-24,2019,0
Women,25-29,2019,0
Women,30-34,2019,0
Women,35-39,2019,0
Women,40-44,2019,0
Women,45-49,2019,0
Women,5-9,2019,0
Women,50-54,2019,0
Women,55-59,2019,0
Women,60-64,2019,1
Women,65-69,2019,1
Women,70-74,2019,6
Women,75-79,2019,6
Women,<5yr,2019,0
Women,>=80,2019,22
Men,10-14,2020,0
Men,15-19,2020,0
Men,20-24,2020,0
Men,25-29,2020,0
Men,30-34,2020,0
Men,35-39,2020,0
Men,40-44,2020,0
Men,45-49,2020,0
Men,5-9,2020,0
Men,50-54,2020,1
Men,55-59,2020,1
Men,60-64,2020,1
Men,65-69,2020,5
Men,70-74,2020,7
Men,75-79,2020,7
Men,<5yr,2020,0
Men,>=80,2020,27
Women,10-14,2020,0
Women,15-19,2020,0
Women,20-24,2020,0
Women,25-29,2020,0
Women,30-34,2020,1
Women,35-39,2020,0
Women,40-44,2020,0
Women,45-49,2020,0
Women,5-9,2020,0
Women,50-54,2020,0
Women,55-59,2020,1
Women,60-64,2020,3
Women,65-69,2020,4
Women,70-74,2020,8
Women,75-79,2020,11
Women,<5yr,2020,0
Women,>=80,2020,18
Men,10-14,2021,0
Men,15-19,2021,0
Men,20-24,2021,0
Men,25-29,2021,0
Men,30-34,2021,0
Men,35-39,2021,0
Men,40-44,2021,0
Men,45-49,2021,0
Men,5-9,2021,0
Men,50-54,2021,0
Men,55-59,2021,3
Men,60-64,2021,3
Men,65-69,2021,4
Men,70-74,2021,8
Men,75-79,2021,9
Men,<5yr,2021,0
Men,>=80,2021,28
Women,10-14,2021,0
Women,15-19,2021,0
Women,20-24,2021,0
Women,25-29,2021,0
Women,30-34,2021,0
Women,35-39,2021,0
Women,40-44,2021,1
Women,45-49,2021,0
Women,5-9,2021,0
Women,50-54,2021,1
Women,55-59,2021,2
Women,60-64,2021,1
Women,65-69,2021,7
Women,70-74,2021,12
Women,75-79,2021,12
Women,<5yr,2021,0
Women,>=80,2021,28
Men,10-14,2022,0
Men,15-19,2022,0
Men,20-24,2022,0
Men,25-29,2022,0
Men,30-34,2022,0
Men,35-39,2022,0
Men,40-44,2022,0
Men,45-49,2022,0
Men,5-9,2022,0
Men,50-54,2022,0
Men,55-59,2022,1
Men,60-64,2022,2
Men,65-69,2022,5
Men,70-74,2022,17
Men,75-79,2022,11
Men,<5yr,2022,0
Men,>=80,2022,24
Women,10-14,2022,0
Women,15-19,2022,0
Women,20-24,2022,0
Women,25-29,2022,0
Women,30-34,2022,0
Women,35-39,2022,0
Women,40-44,2022,0
Women,45-49,2022,0
Women,5-9,2022,0
Women,50-54,2022,0
Women,55-59,2022,0
Women,60-64,2022,1
Women,65-69,2022,4
Women,70-74,2022,12
Women,75-79,2022,19
Women,<5yr,2022,0
Women,>=80,2022,25
Men,10-14,2023,0
Men,15-19,2023,0
Men,20-24,2023,0
Men,25-29,2023,0
Men,30-34,2023,0
Men,35-39,2023,0
Men,40-44,2023,0
Men,45-49,2023,0
Men,5-9,2023,0
Men,50-54,2023,0
Men,55-59,2023,0
Men,60-64,2023,2
Men,65-69,2023,6
Men,70-74,2023,12
Men,75-79,2023,24
Men,<5yr,2023,0
Men,>=80,2023,24
Women,10-14,2023,0
Women,15-19,2023,0
Women,20-24,2023,0
Women,25-29,2023,0
Women,30-34,2023,0
Women,35-39,2023,0
Women,40-44,2023,0
Women,45-49,2023,0
Women,5-9,2023,0
Women,50-54,2023,0
Women,55-59,2023,0
Women,60-64,2023,2
Women,65-69,2023,8
Women,70-74,2023,13
Women,75-79,2023,15
Women,<5yr,2023,0
Women,>=80,2023,22
Men,10-14,2024,0
Men,15-19,2024,0
Men,20-24,2024,0
Men,25-29,2024,0
Men,30-34,2024,0
Men,35-39,2024,0
Men,40-44,2024,0
Men,45-49,2024,0
Men,5-9,2024,0
Men,50-54,2024,0
Men,55-59,2024,2
Men,60-64,2024,3
Men,65-69,2024,11
Men,70-74,2024,10
Men,75-79,2024,26
Men,<5yr,2024,0
Men,>=80,2024,31
Women,10-14,2024,0
Women,15-19,2024,0
Women,20-24,2024,0
Women,25-29,2024,0
Women,30-34,2024,0
Women,35-39,2024,0
Women,40-44,2024,0
Women,45-49,2024,1
Women,5-9,2024,0
Women,50-54,2024,0
Women,55-59,2024,2
Women,60-64,2024,1
Women,65-69,2024,11
Women,70-74,2024,13
Women,75-79,2024,17
Women,<5yr,2024,0
Women,>=80,2024,15
