year,age,population
2036,29,66000
2036,30,99000
2036,31,99000
2036,32,99000
2036,33,99000
2036,34,99000
2036,35,117400
2036,36,117400
2036,37,117400
2036,38,117400
2036,39,117400
2036,40,117600
2036,41,117600
2036,42,117600
2036,43,117600
2036,44,117600
2036,45,105200
2036,46,105200
2036,47,105200
2036,48,105200
2036,49,105200
2036,50,87800
2036,51,87800
2036,52,87800
2036,53,87800
2036,54,87800
2036,55,77600
2036,56,77600
2036,57,77600
2036,58,77600
2036,59,77600
2036,60,71000
2036,61,71000
2036,62,71000
2036,63,71000
2036,64,71000
2036,65,62600
2036,66,62600
2036,67,62600
2036,68,62600
2036,69,62600
2036,70,59400
2036,71,59400
2036,72,59400
2036,73,59400
2036,74,59400
2036,75,50600
2036,76,50600
2036,77,50600
2036,78,50600
2036,79,50600
2036,80,36400
2036,81,36400
2036,82,36400
2036,83,36400
2036,84,36400
2036,85,21600
2036,86,21600
2036,87,21600
2036,88,21600
2036,89,21600
2036,90,7400
2036,91,7400
2036,92,7400
2036,93,7400
2036,94,7400
2036,95,2800
2036,96,2800
2036,97,2800
2036,98,2800
2036,99,2800
2036,100,600
2036,101,600
2036,102,600
2036,103,600
2036,104,600
2037,0,47400
2037,1,47400
2037,2,47400
2037,3,47400
2037,4,47400
2037,5,51600
2037,6,51600
2037,7,51600
2037,8,51600
2037,9,51600
2037,10,50000
2037,11,50000
2037,12,50000
2037,13,50000
2037,14,50000
2037,15,47600
2037,16,47600
2037,17,47600
2037,18,47600
2037,19,47600
2037,20,54400
2037,21,54400
2037,22,54400
2037,23,54400
2037,24,54400
2037,25,61400
2037,26,61400
2037,27,61400
2037,28,61400
2037,29,61400
2037,30,92400
2037,31,92400
2037,32,92400
2037,33,92400
2037,34,92400
2037,35,115600
2037,36,115600
2037,37,115600
2037,38,115600
2037,39,115600
2037,40,118400
2037,41,118400
2037,42,118400
2037,43,118400
2037,44,118400
2037,45,109000
2037,46,109000
2037,47,109000
2037,48,109000
2037,49,109000
2037,50,89400
2037,51,89400
2037,52,89400
2037,53,89400
2037,54,89400
2037,55,79400
2037,56,79400
2037,57,79400
2037,58,79400
2037,59,79400
2037,60,71800
2037,61,71800
2037,62,71800
2037,63,71800
2037,64,71800
2037,65,63800
2037,66,63800
2037,67,63800
2037,68,63800
2037,69,63800
2037,70,59400
2037,71,59400
2037,72,59400
2037,73,59400
2037,74,59400
2037,75,51600
2037,76,51600
2037,77,51600
2037,78,51600
2037,79,51600
2037,80,38000
2037,81,38000
2037,82,38000
2037,83,38000
2037,84,38000
2037,85,22600
2037,86,22600
2037,87,22600
2037,88,22600
2037,89,22600
2037,90,8400
2037,91,8400
2037,92,8400
2037,93,8400
2037,94,8400
2037,95,2800
2037,96,2800
2037,97,2800
2037,98,2800
2037,99,2800
2037,100,600
2037,101,600
2037,102,600
2037,103,600
2037,104,600
2038,0,46200
2038,1,46200
2038,2,46200
2038,3,46200
2038,4,46200
2038,5,51200
2038,6,51200
2038,7,51200
2038,8,51200
2038,9,51200
2038,10,50800
2038,11,50800
2038,12,50800
2038,13,50800
2038,14,50800
2038,15,48200
2038,16,48200
2038,17,48200
2038,18,48200
2038,19,48200
2038,20,54600
2038,21,54600
2038,22,54600
2038,23,54600
2038,24,54600
2038,25,58400
2038,26,58400
2038,27,58400
2038,28,58400
2038,29,58400
2038,30,85200
2038,31,85200
2038,32,85200
2038,33,85200
2038,34,85200
2038,35,112800
2038,36,112800
2038,37,112800
2038,38,112800
2038,39,112800
2038,40,118600
2038,41,118600
2038,42,118600
2038,43,118600
2038,44,118600
2038,45,111800
2038,46,111800
2038,47,111800
2038,48,111800
2038,49,111800
2038,50,92400
2038,51,92400
2038,52,92400
2038,53,92400
2038,54,92400
2038,55,81600
2038,56,81600
2038,57,81600
2038,58,81600
2038,59,81600
2038,60,72200
2038,61,72200
2038,62,72200
2038,63,72200
2038,64,72200
2038,65,65600
2038,66,65600
2038,67,65600
2038,68,65600
2038,69,65600
2038,70,59400
2038,71,59400
2038,72,59400
2038,73,59400
2038,74,59400
2038,75,52400
