year,proc,index_cnt,deaths,failures,viable,run
2015,savr,1840.0,58.25,118.3,117.95,9.5
2015,tavi,93.0,5.1,6.95,6.75,9.5
2016,savr,2179.0,121.7,178.8,177.5,9.5
2016,tavi,197.0,10.9,10.75,10.0,9.5
2017,savr,1949.0,212.6,236.55,232.1,9.5
2017,tavi,248.0,17.9,16.0,14.75,9.5
2018,savr,2169.0,331.35,310.65,299.05,9.5
2018,tavi,345.0,31.9,25.1,23.1,9.5
2019,savr,2118.0,455.75,399.95,377.45,9.5
2019,tavi,436.0,53.65,44.55,40.65,9.5
2020,savr,2195.0,595.3,508.3,466.95,9.5
2020,tavi,459.0,82.9,63.3,56.5,9.5
2021,savr,2321.0,721.0,628.35,560.7,9.5
2021,tavi,563.0,120.8,86.8,74.8,9.5
2022,savr,2023.0,842.35,750.15,644.4,9.5
2022,tavi,551.0,167.05,112.45,93.4,9.5
2023,savr,2620.0,954.65,888.25,733.4,9.5
2023,tavi,1083.0,223.85,147.05,115.6,9.5
2024,savr,2000.0,1059.65,951.85,749.75,9.5
2024,tavi,1034.0,286.25,186.5,141.45,9.5
2025,savr,2000.0,1139.35,1069.35,801.2,9.5
2025,tavi,1173.0,362.45,238.6,176.7,9.5
2026,savr,2000.0,1199.0,1188.45,853.7,9.5
2026,tavi,1311.0,431.1,314.95,226.05,9.5
2027,savr,2000.0,1278.8,1271.3,852.95,9.5
2027,tavi,1450.0,495.15,383.1,264.2,9.5
2028,savr,2000.0,1334.15,1320.3,839.5,9.5
2028,tavi,1589.0,512.8,478.2,324.6,9.5
2029,savr,2000.0,1441.8,1364.2,804.25,9.5
2029,tavi,1727.0,585.95,559.1,371.85,9.5
2030,savr,2000.0,1556.3,1392.9,763.45,9.5
2030,tavi,1866.0,670.4,639.95,415.45,9.5
2031,savr,2000.0,1704.35,1402.15,721.25,9.5
2031,tavi,2004.0,782.95,764.6,485.3,9.5
2032,savr,2000.0,1857.8,1383.8,647.35,9.5
2032,tavi,2143.0,917.8,877.5,550.55,9.5
2033,savr,2000.0,2019.65,1397.7,608.7,9.5
2033,tavi,2282.0,1092.8,980.7,605.9,9.5
2034,savr,2000.0,2147.45,1388.75,549.05,9.5
2034,tavi,2420.0,1250.9,1120.7,665.55,9.5
2035,savr,2000.0,2272.15,1380.45,485.35,9.5
2035,tavi,2559.0,1418.55,1252.15,740.6,9.5
2036,savr,2000.0,2343.75,1398.3,428.1,9.5
2036,tavi,2697.0,1579.75,1378.15,790.3,9.5
2037,savr,2000.0,2388.7,1398.85,374.15,9.5
2037,tavi,2836.0,1733.6,1524.3,843.75,9.5
2038,savr,2000.0,2411.7,1431.6,322.25,9.5
2038,tavi,2975.0,1893.05,1654.05,898.55,9.5
2039,savr,2000.0,2407.95,1484.5,298.7,9.5
2039,tavi,3113.0,1999.85,1798.4,963.3,9.5
2040,savr,2000.0,2400.05,1540.9,256.85,9.5
2040,tavi,3252.0,2149.0,1927.35,1014.8,9.5
