year,age,population
2025,50,854836
2025,51,854838
2025,52,854838
2025,53,854838
2025,54,854838
2025,55,854580
2025,56,854580
2025,57,854582
2025,58,854582
2025,59,854582
2025,60,854580
2025,61,854580
2025,62,854582
2025,63,854582
2025,64,854582
2025,65,735999
2025,66,735999
2025,67,736000
2025,68,736001
2025,69,736001
2025,70,505999
2025,71,505999
2025,72,506000
2025,73,506001
2025,74,506001
2025,75,316000
2025,76,316000
2025,77,316000
2025,78,316000
2025,79,316000
2025,80,316000
2025,81,316000
2025,82,316000
2025,83,316000
2025,84,316000
2025,85,57000
2025,86,57000
2025,87,57000
2025,88,57000
2025,89,57000
2025,90,57000
2025,91,57000
2025,92,57000
2025,93,57000
2025,94,57000
2025,95,57000
2025,96,57000
2025,97,57000
2025,98,57000
2025,99,57000
2025,100,57000
2025,101,57000
2025,102,57000
2025,103,57000
2025,104,57000
2026,50,849502
2026,51,849502
2026,52,849504
2026,53,849504
2026,54,849504
2026,55,849248
2026,56,849248
2026,57,849248
2026,58,849248
2026,59,849250
2026,60,849248
2026,61,849248
2026,62,849248
2026,63,849248
2026,64,849250
2026,65,750399
2026,66,750399
2026,67,750400
2026,68,750401
2026,69,750401
2026,70,545999
2026,71,546000
2026,72,546000
2026,73,546000
2026,74,546001
2026,75,330600
2026,76,330600
2026,77,330600
2026,78,330600
2026,79,330600
2026,80,330600
2026,81,330600
2026,82,330600
2026,83,330600
2026,84,330600
2026,85,60799
2026,86,60801
2026,87,60800
2026,88,60800
2026,89,60800
2026,90,60800
2026,91,60800
2026,92,60800
2026,93,60800
2026,94,60800
2026,95,60800
2026,96,60800
2026,97,60800
2026,98,60800
2026,99,60800
2026,100,60800
2026,101,60799
2026,102,60799
2026,103,60801
2026,104,60801
2027,50,844168
2027,51,844168
2027,52,844168
2027,53,844170
2027,54,844170
2027,55,843914
2027,56,843916
2027,57,843916
2027,58,843916
2027,59,843916
2027,60,843914
2027,61,843916
2027,62,843916
2027,63,843916
2027,64,843916
2027,65,764799
2027,66,764800
2027,67,764800
2027,68,764800
2027,69,764801
2027,70,585999
2027,71,586000
2027,72,586000
2027,73,586000
2027,74,586001
2027,75,345199
2027,76,345200
2027,77,345200
2027,78,345200
2027,79,345201
2027,80,345199
2027,81,345200
2027,82,345200
2027,83,345200
2027,84,345201
2027,85,64599
2027,86,64601
2027,87,64601
2027,88,64601
