year,viv_type,mean,sd
2015,tavi_in_savr,67.55,7.082038065267284
2015,tavi_in_tavi,1.25,0.4629100498862757
2016,tavi_in_savr,102.25,6.781359900879996
2016,tavi_in_tavi,1.3636363636363635,0.674199862463242
2017,tavi_in_savr,141.3,14.116433126343436
2017,tavi_in_tavi,1.875,1.0246950765959597
2018,tavi_in_savr,184.4,10.649437840364602
2018,tavi_in_tavi,2.65,1.4608937423083819
2019,tavi_in_savr,228.3,13.475513856035711
2019,tavi_in_tavi,3.35,1.6944180805158293
2020,tavi_in_savr,277.95,7.950339284385419
2020,tavi_in_tavi,6.05,2.114486375359025
2021,tavi_in_savr,336.15,18.0795755655817
2021,tavi_in_tavi,7.05,2.502104377476982
2022,tavi_in_savr,394.85,15.318633304436444
2022,tavi_in_tavi,9.05,2.438183102661747
2023,tavi_in_savr,441.25,21.50856622494004
2023,tavi_in_tavi,15.1,3.4320471104606147
2024,tavi_in_savr,518.8,19.422179399634295
2024,tavi_in_tavi,25.25,4.327087266340525
2025,tavi_in_savr,515.9,22.183208443372326
2025,tavi_in_tavi,41.3,7.92132365334561
2026,tavi_in_savr,546.15,20.60218435020908
2026,tavi_in_tavi,58.1,6.995487267178974
2027,tavi_in_savr,579.25,18.738856337623865
2027,tavi_in_tavi,80.0,12.307464572791844
2028,tavi_in_savr,592.6,19.09091820460023
2028,tavi_in_tavi,102.0,8.435513898799647
2029,tavi_in_savr,572.75,26.191350520835375
2029,tavi_in_tavi,134.55,8.786802304413255
2030,tavi_in_savr,549.1,27.642263598376037
2030,tavi_in_tavi,171.0,12.178497012098179
2031,tavi_in_savr,527.6,14.833816274416987
2031,tavi_in_tavi,222.15,14.875890066250083
2032,tavi_in_savr,501.85,22.77874124335186
2032,tavi_in_tavi,258.65,17.951029878093635
2033,tavi_in_savr,457.5,22.350085364254717
2033,tavi_in_tavi,320.0,12.392697340305736
2034,tavi_in_savr,424.15,21.465455724807807
2034,tavi_in_tavi,376.05,18.661739637980965
2035,tavi_in_savr,392.25,19.150030919309934
2035,tavi_in_tavi,444.6,16.566929645976554
