run,year,viv_type,count
0,2015,tavi_in_savr,100
0,2015,tavi_in_tavi,8
0,2016,tavi_in_savr,167
0,2016,tavi_in_tavi,9
0,2017,tavi_in_savr,216
0,2017,tavi_in_tavi,14
0,2018,tavi_in_savr,325
0,2018,tavi_in_tavi,25
0,2019,tavi_in_savr,380
0,2019,tavi_in_tavi,42
0,2020,tavi_in_savr,475
0,2020,tavi_in_tavi,63
0,2021,tavi_in_savr,520
0,2021,tavi_in_tavi,67
0,2022,tavi_in_savr,602
0,2022,tavi_in_tavi,79
0,2023,tavi_in_savr,731
0,2023,tavi_in_tavi,115
0,2024,tavi_in_savr,836
0,2024,tavi_in_tavi,156
0,2025,tavi_in_savr,802
0,2025,tavi_in_tavi,203
0,2026,tavi_in_savr,833
0,2026,tavi_in_tavi,221
0,2027,tavi_in_savr,896
0,2027,tavi_in_tavi,263
0,2028,tavi_in_savr,845
0,2028,tavi_in_tavi,296
0,2029,tavi_in_savr,776
0,2029,tavi_in_tavi,374
0,2030,tavi_in_savr,736
0,2030,tavi_in_tavi,408
0,2031,tavi_in_savr,740
0,2031,tavi_in_tavi,462
0,2032,tavi_in_savr,718
0,2032,tavi_in_tavi,559
0,2033,tavi_in_savr,594
0,2033,tavi_in_tavi,613
0,2034,tavi_in_savr,526
0,2034,tavi_in_tavi,675
0,2035,tavi_in_savr,486
0,2035,tavi_in_tavi,735
1,2015,tavi_in_savr,112
1,2015,tavi_in_tavi,6
1,2016,tavi_in_savr,179
1,2016,tavi_in_tavi,5
1,2017,tavi_in_savr,232
1,2017,tavi_in_tavi,12
1,2018,tavi_in_savr,309
1,2018,tavi_in_tavi,29
1,2019,tavi_in_savr,406
1,2019,tavi_in_tavi,31
1,2020,tavi_in_savr,472
1,2020,tavi_in_tavi,66
1,2021,tavi_in_savr,545
1,2021,tavi_in_tavi,53
1,2022,tavi_in_savr,690
1,2022,tavi_in_tavi,87
1,2023,tavi_in_savr,685
1,2023,tavi_in_tavi,128
1,2024,tavi_in_savr,794
1,2024,tavi_in_tavi,143
1,2025,tavi_in_savr,796
1,2025,tavi_in_tavi,198
1,2026,tavi_in_savr,832
1,2026,tavi_in_tavi,196
1,2027,tavi_in_savr,817
1,2027,tavi_in_tavi,270
1,2028,tavi_in_savr,838
1,2028,tavi_in_tavi,338
1,2029,tavi_in_savr,748
1,2029,tavi_in_tavi,373
1,2030,tavi_in_savr,760
1,2030,tavi_in_tavi,405
1,2031,tavi_in_savr,715
1,2031,tavi_in_tavi,513
1,2032,tavi_in_savr,630
1,2032,tavi_in_tavi,512
1,2033,tavi_in_savr,613
1,2033,tavi_in_tavi,579
1,2034,tavi_in_savr,546
1,2034,tavi_in_tavi,649
1,2035,tavi_in_savr,499
1,2035,tavi_in_tavi,750
2,2015,tavi_in_savr,125
2,2015,tavi_in_tavi,6
2,2016,tavi_in_savr,156
2,2016,tavi_in_tavi,4
2,2017,tavi_in_savr,238
2,2017,tavi_in_tavi,9
2,2018,tavi_in_savr,302
2,2018,tavi_in_tavi,31
