year,viv_type,mean,sd
2015,tavi_in_savr,118.6,6.999248079916194
2015,tavi_in_tavi,5.95,2.625281939746262
2016,tavi_in_savr,171.25,9.95714501461665
2016,tavi_in_tavi,9.05,3.068944615438926
2017,tavi_in_savr,240.65,15.475872562765154
2017,tavi_in_tavi,14.65,5.584518072785078
2018,tavi_in_savr,298.05,20.884330565232258
2018,tavi_in_tavi,24.65,4.498830257323623
2019,tavi_in_savr,375.0,22.473376060995992
2019,tavi_in_tavi,39.45,5.762629151424036
2020,tavi_in_savr,457.9,16.597082812793836
2020,tavi_in_tavi,54.05,7.85711209836768
2021,tavi_in_savr,554.0,20.91838778128998
2021,tavi_in_tavi,70.3,8.304089037145621
2022,tavi_in_savr,648.85,23.310885191709307
2022,tavi_in_tavi,93.2,9.339221200484486
2023,tavi_in_savr,725.6,25.09434828381629
2023,tavi_in_tavi,111.55,7.877182237323192
2024,tavi_in_savr,812.6,22.23652755928265
2024,tavi_in_tavi,148.9,13.783666917196253
2025,tavi_in_savr,797.35,21.001942266070724
2025,tavi_in_tavi,181.25,14.807092894960848
2026,tavi_in_savr,839.5,26.376823957885115
2026,tavi_in_tavi,217.4,17.04297972464724
2027,tavi_in_savr,847.9,27.96595674819843
2027,tavi_in_tavi,263.0,15.837995620126867
2028,tavi_in_savr,831.65,18.01833861142
2028,tavi_in_tavi,311.9,17.87058742002742
2029,tavi_in_savr,809.2,26.91428890698064
2029,tavi_in_tavi,366.0,19.743086731415893
2030,tavi_in_savr,779.75,32.42623207089884
2030,tavi_in_tavi,426.45,14.869520220200359
2031,tavi_in_savr,719.85,21.5608685500278
2031,tavi_in_tavi,480.75,19.552560742239045
2032,tavi_in_savr,658.5,27.651020729232087
2032,tavi_in_tavi,542.5,21.239238761262012
2033,tavi_in_savr,601.4,27.724964999266035
2033,tavi_in_tavi,613.45,25.990838466862247
2034,tavi_in_savr,538.2,19.362470481782402
2034,tavi_in_tavi,683.2,27.04693775837227
2035,tavi_in_savr,488.85,16.614118916404237
2035,tavi_in_tavi,741.75,18.464403876819727
