year,proc,index_cnt,deaths,failures,viable,run
2015,savr,1840.0,56.95,123.8,123.3,9.5
2015,tavi,93.0,4.4,6.1,5.95,9.5
2016,savr,2179.0,123.25,175.7,174.2,9.5
2016,tavi,197.0,9.85,10.25,9.8,9.5
2017,savr,1949.0,209.45,231.55,227.65,9.5
2017,tavi,248.0,18.8,16.55,16.05,9.5
2018,savr,2169.0,333.2,319.05,308.05,9.5
2018,tavi,345.0,32.35,27.6,25.55,9.5
2019,savr,2118.0,459.65,401.1,379.0,9.5
2019,tavi,436.0,53.65,41.0,38.1,9.5
2020,savr,2195.0,593.25,503.85,461.05,9.5
2020,tavi,459.0,81.4,61.9,55.4,9.5
2021,savr,2321.0,727.85,634.35,564.9,9.5
2021,tavi,563.0,124.3,85.75,74.4,9.5
2022,savr,2023.0,839.4,740.7,639.65,9.5
2022,tavi,551.0,162.35,114.4,94.95,9.5
2023,savr,2620.0,942.5,886.45,738.65,9.5
2023,tavi,1083.0,222.45,153.8,124.3,9.5
2024,savr,2000.0,1059.85,957.25,757.95,9.5
2024,tavi,961.0,289.9,187.55,144.0,9.5
2025,savr,2000.0,1137.8,1078.6,816.7,9.5
2025,tavi,1070.0,358.8,238.7,177.8,9.5
2026,savr,2000.0,1196.4,1174.75,838.05,9.5
2026,tavi,1179.0,444.2,310.6,219.7,9.5
2027,savr,2000.0,1283.85,1238.9,845.4,9.5
2027,tavi,1287.0,474.8,370.6,250.95,9.5
2028,savr,2000.0,1345.0,1317.7,837.7,9.5
2028,tavi,1396.0,513.75,453.2,298.85,9.5
2029,savr,2000.0,1451.55,1372.4,811.5,9.5
2029,tavi,1505.0,568.95,526.55,339.05,9.5
2030,savr,2000.0,1551.25,1413.95,781.2,9.5
2030,tavi,1614.0,638.3,599.5,377.5,9.5
2031,savr,2000.0,1695.4,1397.8,708.55,9.5
2031,tavi,1722.0,728.85,708.65,439.15,9.5
2032,savr,2000.0,1859.05,1397.05,654.05,9.5
2032,tavi,1831.0,840.75,799.7,482.65,9.5
2033,savr,2000.0,2001.1,1403.35,603.6,9.5
2033,tavi,1940.0,972.8,907.85,533.85,9.5
2034,savr,2000.0,2156.55,1402.15,547.95,9.5
2034,tavi,2048.0,1102.85,1014.65,585.55,9.5
2035,savr,2000.0,2262.2,1397.95,482.8,9.5
2035,tavi,2157.0,1249.75,1108.0,625.3,9.5
