year,viv_type,mean,sd
2015,tavi_in_savr,11.410138248847927,13.170621363869984
2015,tavi_in_tavi,1.3267326732673268,0.6943905369615734
2016,tavi_in_savr,14.830508474576272,18.6101345461407
2016,tavi_in_tavi,1.4846153846153847,0.8736860822424234
2017,tavi_in_savr,17.478927203065133,23.509992482708025
2017,tavi_in_tavi,1.683673469387755,1.0679185484690823
2018,tavi_in_savr,21.931407942238266,30.996358876329758
2018,tavi_in_tavi,1.89272030651341,1.107658946021493
2019,tavi_in_savr,27.167857142857144,38.155271845254276
2019,tavi_in_tavi,2.3364779874213837,1.5102142820630973
2020,tavi_in_savr,29.504761904761907,44.87160532578697
2020,tavi_in_tavi,3.125698324022346,2.347502144344124
2021,tavi_in_savr,35.938311688311686,54.22746842693045
2021,tavi_in_tavi,3.973333333333333,3.1722954008914326
2022,tavi_in_savr,39.49221183800623,62.01462102121549
2022,tavi_in_tavi,4.795811518324608,3.7458895401921635
2023,tavi_in_savr,45.84782608695652,72.9009814402238
2023,tavi_in_tavi,5.928571428571429,4.843325356767701
2024,tavi_in_savr,49.86970684039088,78.30389075955111
2024,tavi_in_tavi,7.1450777202072535,6.140746527582928
2025,tavi_in_savr,48.42342342342342,80.82882584972313
2025,tavi_in_tavi,9.482939632545932,8.887770886775819
2026,tavi_in_savr,52.00310559006211,85.27077992682125
2026,tavi_in_tavi,11.710526315789474,14.09224771399336
2027,tavi_in_savr,54.09119496855346,89.2338641378801
2027,tavi_in_tavi,14.991596638655462,22.36312768257058
2028,tavi_in_savr,50.788990825688074,85.0218384137902
2028,tavi_in_tavi,17.373595505617978,32.77620709513176
2029,tavi_in_savr,51.97124600638978,84.92554697811629
2029,tavi_in_tavi,22.196319018404907,44.74376400324311
2030,tavi_in_savr,50.646864686468646,79.40726638897125
2030,tavi_in_tavi,28.204620462046204,58.29456239711132
2031,tavi_in_savr,51.67391304347826,75.29502343023535
2031,tavi_in_tavi,37.26335877862596,74.19676719017019
2032,tavi_in_savr,53.91769547325103,70.39963707614079
2032,tavi_in_tavi,48.50666666666667,92.14653121135765
2033,tavi_in_savr,56.99528301886792,65.89166015603624
2033,tavi_in_tavi,64.67195767195767,113.46579907843967
2034,tavi_in_savr,60.25139664804469,59.53875553754684
2034,tavi_in_tavi,83.63354037267081,137.071955986673
2035,tavi_in_savr,58.373493975903614,53.255635261557856
2035,tavi_in_tavi,98.21333333333334,157.3011725367353
